,Amount.Requested,Amount.Funded.By.Investors,Loan.Length,Loan.Purpose,Modified.Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Modified.Employment.Length,Modified.Interest.Rate,Label
203,14000,14000,36 months,debt_consolidation,0.09,IL,MORTGAGE,8733.33,772.0,11,15108,0.0,6.0,0.0603,Lower Interest Rate
204,17325,17325,60 months,debt_consolidation,0.3024,CA,RENT,3750.0,707.0,13,31362,1.0,9.0,0.1727,Higher Interest Rate
205,5400,5400,36 months,medical,0.2003,GA,RENT,2666.67,662.0,9,11114,1.0,1.0,0.1629,Higher Interest Rate
206,14000,14000,36 months,credit_card,0.0967,FL,MORTGAGE,12083.33,672.0,13,28318,0.0,0.5,0.1677,Higher Interest Rate
207,19125,19125,60 months,other,0.15689999999999998,CA,OWN,3333.33,692.0,8,7858,0.0,5.0,0.1825,Higher Interest Rate
208,18000,13003.66,36 months,debt_consolidation,0.223,OH,MORTGAGE,6000.0,747.0,16,23518,2.0,9.0,0.1189,Normal Interest Rate
209,15000,15000,60 months,debt_consolidation,0.16690000000000002,CA,RENT,5250.0,682.0,7,8615,1.0,2.0,0.19039999999999999,Higher Interest Rate
210,10000,10000,36 months,wedding,0.304,NY,OWN,2500.0,667.0,5,8379,0.0,8.0,0.1777,Higher Interest Rate
211,19075,19075,36 months,debt_consolidation,0.1523,NY,RENT,5166.67,672.0,17,13749,3.0,12.0,0.1875,Higher Interest Rate
212,25000,5640.7,36 months,home_improvement,0.1042,MA,MORTGAGE,7916.67,757.0,23,16386,0.0,4.0,0.1008,Lower Interest Rate
213,5600,5592.37,36 months,credit_card,0.0834,NJ,MORTGAGE,3250.0,737.0,9,2639,1.0,5.0,0.0859,Lower Interest Rate
214,2500,2500,36 months,debt_consolidation,0.0699,WI,MORTGAGE,4750.0,757.0,15,4658,2.0,4.0,0.0676,Lower Interest Rate
215,10400,10375,60 months,small_business,0.08929999999999999,CA,RENT,7110.42,727.0,8,856,0.0,12.0,0.17579999999999998,Higher Interest Rate
216,19750,19750,36 months,other,0.046799999999999994,FL,MORTGAGE,8333.33,702.0,9,11383,0.0,0.5,0.1629,Higher Interest Rate
217,15000,15000,36 months,debt_consolidation,0.207,NY,OWN,5416.67,707.0,20,25464,0.0,4.0,0.11710000000000001,Normal Interest Rate
218,7200,7200,36 months,debt_consolidation,0.16210000000000002,MI,RENT,8333.33,662.0,8,28916,0.0,12.0,0.1875,Higher Interest Rate
219,16450,16450,36 months,debt_consolidation,0.1166,OH,MORTGAGE,6666.67,687.0,8,12697,3.0,9.0,0.1531,Higher Interest Rate
220,10000,10000,60 months,debt_consolidation,0.2839,FL,RENT,3726.67,697.0,23,10067,2.0,5.0,0.1905,Higher Interest Rate
221,11325,11325,36 months,other,0.0861,TX,RENT,2833.33,727.0,3,9137,0.0,12.0,0.12119999999999999,Normal Interest Rate
222,5000,4900,36 months,home_improvement,0.1059,TX,MORTGAGE,7083.33,757.0,9,0,3.0,1.0,0.0692,Lower Interest Rate
223,10050,10050,36 months,credit_card,0.1648,CA,RENT,2500.0,692.0,7,13337,2.0,0.5,0.1433,Normal Interest Rate
224,14725,14725,36 months,major_purchase,0.021400000000000002,VA,OWN,18333.33,662.0,11,82265,2.0,1.0,0.1941,Higher Interest Rate
225,9000,9000,36 months,debt_consolidation,0.0398,MD,MORTGAGE,6000.0,707.0,6,5659,0.0,7.0,0.1016,Lower Interest Rate
226,6000,6000,36 months,other,0.2005,CT,OWN,4891.67,672.0,17,10391,2.0,3.0,0.1531,Higher Interest Rate
227,7500,7500,36 months,major_purchase,0.11789999999999999,MD,OWN,2916.67,822.0,2,349,0.0,1.0,0.079,Lower Interest Rate
228,24000,24000,36 months,credit_card,0.25489999999999996,GA,MORTGAGE,11208.33,727.0,23,19428,2.0,12.0,0.1433,Normal Interest Rate
229,20000,19950,36 months,debt_consolidation,0.08839999999999999,NY,RENT,7500.0,717.0,11,8848,0.0,12.0,0.1149,Normal Interest Rate
230,16750,16359.69,36 months,debt_consolidation,0.207,TX,MORTGAGE,3778.67,747.0,9,22352,0.0,12.0,0.0788,Lower Interest Rate
232,10075,10075,60 months,debt_consolidation,0.23800000000000002,DE,MORTGAGE,6583.33,702.0,15,13259,1.0,1.0,0.15810000000000002,Higher Interest Rate
233,4800,4800,60 months,house,0.1484,NY,RENT,4008.33,662.0,18,8828,0.0,8.0,0.16820000000000002,Higher Interest Rate
234,10800,10550,36 months,home_improvement,0.0682,CA,MORTGAGE,11250.0,792.0,7,10232,2.0,0.5,0.08,Lower Interest Rate
235,35000,24868.47,60 months,home_improvement,0.0639,NH,MORTGAGE,14000.0,717.0,7,3936,0.0,12.0,0.17989999999999998,Higher Interest Rate
236,9000,9000,36 months,other,0.16140000000000002,MT,RENT,3333.33,742.0,10,8689,0.0,6.0,0.0662,Lower Interest Rate
237,8400,8400,36 months,credit_card,0.087,TX,OWN,3000.0,752.0,6,6215,0.0,2.0,0.0599,Lower Interest Rate
238,7000,7000,36 months,debt_consolidation,0.1249,MA,RENT,5166.67,677.0,12,10513,0.0,6.0,0.12119999999999999,Normal Interest Rate
239,8400,8400,36 months,credit_card,0.17,TX,RENT,4583.33,697.0,14,20318,2.0,5.0,0.1367,Normal Interest Rate
240,12000,12000,36 months,credit_card,0.1318,NJ,OWN,5833.33,727.0,8,9866,0.0,4.0,0.079,Lower Interest Rate
241,23500,23500,36 months,credit_card,0.20370000000000002,WA,RENT,6800.0,672.0,17,31812,3.0,2.0,0.19219999999999998,Higher Interest Rate
242,10000,10000,36 months,credit_card,0.2771,CA,RENT,3750.0,682.0,19,19385,1.0,3.0,0.1531,Higher Interest Rate
243,15000,15000,36 months,credit_card,0.1067,CA,RENT,5000.0,667.0,14,13611,0.0,4.0,0.1629,Higher Interest Rate
244,6200,6200,60 months,credit_card,0.1061,WA,MORTGAGE,4250.0,672.0,9,5936,3.0,9.0,0.1864,Higher Interest Rate
245,16000,15975,60 months,major_purchase,0.068,CA,MORTGAGE,5000.0,747.0,10,1132,2.0,0.5,0.1343,Normal Interest Rate
246,8800,8350,36 months,wedding,0.0489,GA,MORTGAGE,5479.0,757.0,5,6055,0.0,6.0,0.09630000000000001,Lower Interest Rate
247,20000,13000,36 months,other,0.18960000000000002,KS,MORTGAGE,7501.0,707.0,17,17212,7.0,1.0,0.1197,Normal Interest Rate
248,10000,10000,36 months,credit_card,0.0723,UT,MORTGAGE,3333.33,702.0,6,10793,2.0,1.0,0.1311,Normal Interest Rate
249,20000,19950,36 months,debt_consolidation,0.1137,NY,RENT,8416.67,742.0,10,12283,0.0,3.0,0.1075,Lower Interest Rate
251,5500,5450,60 months,debt_consolidation,0.1771,NY,RENT,1750.0,662.0,6,4492,6.0,2.0,0.1867,Higher Interest Rate
252,4000,4000,36 months,car,0.1303,CA,RENT,2916.67,752.0,7,2860,0.0,5.0,0.0603,Lower Interest Rate
253,16000,16000,36 months,debt_consolidation,0.0285,CA,MORTGAGE,3333.33,692.0,6,3909,0.0,7.0,0.1409,Normal Interest Rate
254,27825,27825,60 months,debt_consolidation,0.1286,CA,RENT,6250.0,667.0,16,27093,1.0,4.0,0.2376,Higher Interest Rate
255,12250,12250,60 months,debt_consolidation,0.2318,TX,MORTGAGE,6550.0,662.0,15,22493,0.0,3.0,0.19030000000000002,Higher Interest Rate
256,16800,16800,36 months,debt_consolidation,0.0702,MO,MORTGAGE,6666.67,677.0,8,16211,1.0,0.5,0.16399999999999998,Higher Interest Rate
257,18775,18775,36 months,debt_consolidation,0.25329999999999997,AZ,MORTGAGE,5850.0,717.0,20,27573,0.0,3.0,0.1016,Lower Interest Rate
258,8000,7850,36 months,debt_consolidation,0.1604,FL,MORTGAGE,6416.67,677.0,8,25573,3.0,6.0,0.1533,Higher Interest Rate
259,5000,5000,36 months,debt_consolidation,0.17,FL,OWN,5000.0,672.0,9,14748,3.0,1.0,0.1427,Normal Interest Rate
260,9500,6500,36 months,credit_card,0.14429999999999998,NH,MORTGAGE,7500.0,727.0,13,100233,0.0,12.0,0.0654,Lower Interest Rate
261,8000,8000,36 months,debt_consolidation,0.2498,MA,RENT,3166.67,692.0,10,5428,0.0,12.0,0.12119999999999999,Normal Interest Rate
262,15000,7100,36 months,debt_consolidation,0.1242,FL,MORTGAGE,5000.0,717.0,15,31563,3.0,0.5,0.1189,Normal Interest Rate
263,11000,11000,36 months,debt_consolidation,0.1235,NY,OWN,7666.67,737.0,6,12461,1.0,7.0,0.0762,Lower Interest Rate
264,9000,5975,36 months,debt_consolidation,0.0821,CA,MORTGAGE,4167.0,672.0,7,19696,1.0,3.0,0.1411,Normal Interest Rate
265,12000,12000,36 months,debt_consolidation,0.1285,IL,RENT,2708.33,707.0,8,12150,1.0,0.5,0.1149,Normal Interest Rate
266,5600,5575,36 months,debt_consolidation,0.24739999999999998,WA,RENT,2583.0,742.0,6,2454,1.0,2.0,0.07490000000000001,Lower Interest Rate
267,16350,16350,36 months,credit_card,0.2503,MN,OWN,4541.67,732.0,7,25731,0.0,9.0,0.079,Lower Interest Rate
268,23000,22975,36 months,credit_card,0.20809999999999998,LA,MORTGAGE,7000.0,727.0,10,21598,3.0,12.0,0.1199,Normal Interest Rate
270,8000,8000,36 months,other,0.029300000000000003,NY,RENT,5000.0,712.0,8,5540,0.0,2.0,0.08900000000000001,Lower Interest Rate
271,18000,17994.17,60 months,debt_consolidation,0.0213,PA,MORTGAGE,4364.58,727.0,9,1721,3.0,3.0,0.1399,Normal Interest Rate
272,6000,6000,36 months,credit_card,0.0565,AL,MORTGAGE,7083.33,752.0,15,5747,0.0,4.0,0.0603,Lower Interest Rate
273,7000,7000,36 months,debt_consolidation,0.0546,PA,RENT,3333.33,692.0,4,8889,1.0,2.0,0.1433,Normal Interest Rate
274,6000,6000,36 months,debt_consolidation,0.1956,WA,OWN,1666.67,677.0,7,5291,0.0,0.5,0.158,Higher Interest Rate
275,10000,10000,36 months,home_improvement,0.0169,CA,MORTGAGE,8000.0,797.0,6,8974,0.0,3.0,0.0542,Lower Interest Rate
276,5075,5050,36 months,debt_consolidation,0.201,PA,MORTGAGE,5000.0,792.0,9,269,3.0,3.0,0.0599,Lower Interest Rate
277,14000,12225,60 months,debt_consolidation,0.1401,AR,MORTGAGE,4583.33,722.0,9,3539,0.0,3.0,0.1199,Normal Interest Rate
278,25000,20737.86,60 months,debt_consolidation,0.0891,VA,RENT,10833.33,722.0,11,35046,2.0,0.5,0.1398,Normal Interest Rate
279,18650,18650,36 months,debt_consolidation,0.2007,OH,MORTGAGE,4833.33,662.0,12,17740,0.0,12.0,0.20489999999999997,Higher Interest Rate
280,35000,35000,36 months,debt_consolidation,0.2082,TX,MORTGAGE,12333.33,702.0,23,36870,0.0,12.0,0.20489999999999997,Higher Interest Rate
281,10000,10000,36 months,major_purchase,0.1115,GA,OWN,13333.0,707.0,12,36672,2.0,1.0,0.1186,Normal Interest Rate
282,10000,9850,36 months,debt_consolidation,0.18600000000000003,NY,RENT,2500.0,667.0,8,9092,1.0,0.5,0.1531,Higher Interest Rate
283,6200,6100,36 months,other,0.191,WI,RENT,5000.0,742.0,17,9367,0.0,1.0,0.0859,Lower Interest Rate
284,7000,7000,36 months,home_improvement,0.1469,KY,MORTGAGE,5416.67,722.0,14,15272,1.0,3.0,0.08900000000000001,Lower Interest Rate
285,15000,14900,36 months,major_purchase,0.0917,TX,RENT,3000.0,732.0,8,0,2.0,0.5,0.1461,Higher Interest Rate
286,7575,7575,36 months,debt_consolidation,0.1099,TX,RENT,2375.0,727.0,3,5640,0.0,3.0,0.09759999999999999,Lower Interest Rate
287,3000,3000,36 months,other,0.13419999999999999,NY,RENT,4500.0,722.0,9,2541,2.0,0.5,0.0894,Lower Interest Rate
288,30000,24800,36 months,home_improvement,0.022099999999999998,NY,MORTGAGE,9583.33,767.0,7,4454,3.0,12.0,0.1016,Lower Interest Rate
289,18000,18000,60 months,other,0.1489,VA,MORTGAGE,8333.33,732.0,7,4038,0.0,5.0,0.12119999999999999,Normal Interest Rate
290,15350,15325,60 months,debt_consolidation,0.2863,WA,MORTGAGE,3200.0,732.0,6,9946,1.0,12.0,0.1349,Normal Interest Rate
291,10000,10000,36 months,credit_card,0.0756,PA,RENT,2500.0,687.0,8,10906,0.0,7.0,0.1311,Normal Interest Rate
293,6000,6000,36 months,debt_consolidation,0.1075,SC,MORTGAGE,2883.33,727.0,8,4813,0.0,4.0,0.079,Lower Interest Rate
294,7200,7200,36 months,credit_card,0.11720000000000001,RI,MORTGAGE,7083.33,782.0,6,15933,1.0,3.0,0.0692,Lower Interest Rate
295,10000,6301.07,36 months,debt_consolidation,0.16519999999999999,CO,OTHER,4583.0,682.0,16,18707,1.0,3.0,0.1411,Normal Interest Rate
296,12250,2200,36 months,debt_consolidation,0.23800000000000002,GA,MORTGAGE,7416.67,662.0,13,19136,1.0,8.0,0.1505,Higher Interest Rate
297,20000,20000,36 months,debt_consolidation,0.1943,VA,MORTGAGE,6250.0,717.0,12,14308,1.0,5.0,0.1491,Higher Interest Rate
298,15000,15000,36 months,debt_consolidation,0.18239999999999998,GA,MORTGAGE,6000.0,672.0,16,14513,2.0,12.0,0.1777,Higher Interest Rate
299,28000,27975,60 months,debt_consolidation,0.1307,CT,MORTGAGE,14166.67,672.0,12,10311,0.0,1.0,0.2167,Higher Interest Rate
300,18000,17975,60 months,house,0.0192,FL,RENT,4583.33,662.0,6,4243,3.0,7.0,0.22469999999999998,Higher Interest Rate
301,10000,9925,36 months,small_business,0.13369999999999999,OR,MORTGAGE,11250.0,667.0,13,16740,2.0,12.0,0.18489999999999998,Higher Interest Rate
302,10000,10000,36 months,debt_consolidation,0.1097,IL,RENT,7500.0,667.0,6,7778,0.0,7.0,0.1427,Normal Interest Rate
303,16000,16000,36 months,debt_consolidation,0.23879999999999998,MD,RENT,5653.67,662.0,12,16223,0.0,5.0,0.1855,Higher Interest Rate
304,6500,6500,36 months,other,0.015,KY,MORTGAGE,3208.33,807.0,5,269,0.0,12.0,0.0751,Lower Interest Rate
305,28625,28625,60 months,debt_consolidation,0.21309999999999998,TX,MORTGAGE,4833.33,742.0,9,35863,0.0,5.0,0.1311,Normal Interest Rate
306,10000,10000,36 months,other,0.08689999999999999,NY,RENT,2750.0,697.0,6,6621,0.0,3.0,0.11710000000000001,Normal Interest Rate
307,2000,2000,36 months,home_improvement,0.2051,GA,MORTGAGE,3750.0,672.0,10,1371,1.0,7.0,0.1727,Higher Interest Rate
308,10000,10000,36 months,credit_card,0.0848,SC,MORTGAGE,3750.0,677.0,4,3776,0.0,3.0,0.1409,Normal Interest Rate
309,5000,5000,36 months,debt_consolidation,0.0843,OH,MORTGAGE,2916.67,742.0,6,12444,1.0,12.0,0.0762,Lower Interest Rate
310,12100,12100,36 months,small_business,0.1116,TX,MORTGAGE,6166.67,667.0,5,2081,0.0,4.0,0.1689,Higher Interest Rate
311,15000,15000,36 months,debt_consolidation,0.3312,NY,RENT,4166.67,697.0,10,13198,0.0,9.0,0.1311,Normal Interest Rate
312,10000,10000,60 months,debt_consolidation,0.1582,WI,RENT,3250.0,797.0,5,11319,1.0,6.0,0.1114,Lower Interest Rate
313,10850,10850,36 months,debt_consolidation,0.33899999999999997,PA,OWN,2708.33,662.0,7,9577,0.0,8.0,0.1777,Higher Interest Rate
314,24000,24000,36 months,debt_consolidation,0.1624,NJ,RENT,4500.0,702.0,8,29098,1.0,12.0,0.12119999999999999,Normal Interest Rate
315,18000,17975,60 months,debt_consolidation,0.1604,AZ,MORTGAGE,4666.67,677.0,14,14878,3.0,12.0,0.19219999999999998,Higher Interest Rate
316,11350,11350,36 months,debt_consolidation,0.2741,AZ,RENT,2783.33,677.0,14,11031,0.0,0.5,0.1409,Normal Interest Rate
317,26500,26500,36 months,home_improvement,0.1399,CA,RENT,5833.33,747.0,8,64504,2.0,5.0,0.1311,Normal Interest Rate
318,4950,4950,36 months,debt_consolidation,0.0895,FL,OWN,2916.67,677.0,11,7931,2.0,6.0,0.1433,Normal Interest Rate
319,1000,1000,36 months,debt_consolidation,0.2945,TX,MORTGAGE,2166.67,667.0,9,1748,0.0,6.0,0.1531,Higher Interest Rate
320,9000,9000,36 months,car,0.0048,MD,RENT,4833.0,717.0,6,0,1.0,4.0,0.1183,Normal Interest Rate
321,12000,12000,60 months,debt_consolidation,0.1294,OH,MORTGAGE,2866.5,667.0,5,9626,1.0,12.0,0.2198,Higher Interest Rate
322,31300,31300,60 months,debt_consolidation,0.3406,MD,OWN,5833.33,667.0,11,25344,0.0,5.0,0.22949999999999998,Higher Interest Rate
323,5000,5000,36 months,small_business,0.0775,IL,MORTGAGE,5500.0,727.0,11,16396,3.0,0.5,0.079,Lower Interest Rate
324,21000,21000,60 months,debt_consolidation,0.3171,NM,MORTGAGE,9583.33,697.0,19,30589,1.0,12.0,0.1875,Higher Interest Rate
325,7000,7000,36 months,credit_card,0.0802,OK,RENT,6000.0,692.0,5,6623,0.0,12.0,0.1777,Higher Interest Rate
326,17975,17975,36 months,debt_consolidation,0.1855,FL,RENT,4833.33,672.0,10,17448,0.0,7.0,0.1855,Higher Interest Rate
327,30000,29975,60 months,debt_consolidation,0.17120000000000002,TX,MORTGAGE,8666.67,712.0,8,47503,0.0,6.0,0.21,Higher Interest Rate
328,1500,1500,36 months,other,0.1698,AZ,MORTGAGE,7725.0,697.0,14,30626,0.0,6.0,0.09630000000000001,Lower Interest Rate
330,8400,8400,60 months,car,0.22469999999999998,NM,MORTGAGE,4833.33,762.0,6,19187,0.0,3.0,0.0925,Lower Interest Rate
331,8500,6727.42,36 months,debt_consolidation,0.14679999999999999,IL,RENT,5000.0,682.0,9,0,9.0,12.0,0.16829999999999998,Higher Interest Rate
332,16500,16400,60 months,small_business,0.1207,OH,MORTGAGE,2750.0,777.0,11,2316,1.0,4.0,0.11710000000000001,Normal Interest Rate
333,19000,19000,60 months,home_improvement,0.174,MN,OWN,4000.0,697.0,7,5246,2.0,12.0,0.1875,Higher Interest Rate
334,3600,3600,36 months,credit_card,0.0935,TX,RENT,2000.0,737.0,17,1710,0.0,1.0,0.0662,Lower Interest Rate
335,3625,3625,36 months,debt_consolidation,0.11320000000000001,FL,MORTGAGE,3895.0,667.0,9,12251,0.0,12.0,0.1409,Normal Interest Rate
337,10800,10800,36 months,debt_consolidation,0.267,NJ,RENT,5833.33,697.0,6,27585,0.0,5.0,0.12119999999999999,Normal Interest Rate
338,6000,6000,36 months,debt_consolidation,0.2425,AZ,RENT,4000.0,682.0,12,24934,1.0,12.0,0.1409,Normal Interest Rate
339,4800,4800,36 months,moving,0.0461,TX,RENT,2666.67,692.0,3,7911,0.0,0.5,0.1311,Normal Interest Rate
340,12000,11862.38,60 months,debt_consolidation,0.2213,WI,MORTGAGE,4166.67,782.0,12,14464,1.0,12.0,0.0579,Lower Interest Rate
341,6000,5996.63,60 months,major_purchase,0.20850000000000002,CA,MORTGAGE,2700.0,697.0,10,10932,2.0,2.0,0.1361,Normal Interest Rate
342,10000,10000,36 months,credit_card,0.19010000000000002,OH,MORTGAGE,7500.0,682.0,11,14426,1.0,9.0,0.1311,Normal Interest Rate
343,12000,11875,36 months,educational,0.1479,CA,RENT,3333.33,762.0,8,1357,0.0,2.0,0.0788,Lower Interest Rate
344,19050,19050,60 months,debt_consolidation,0.1108,CA,MORTGAGE,5000.0,742.0,16,19988,4.0,3.0,0.1433,Normal Interest Rate
345,10000,10000,36 months,debt_consolidation,0.1309,CA,RENT,4416.67,667.0,9,23870,1.0,12.0,0.15960000000000002,Higher Interest Rate
346,10000,10000,36 months,other,0.1311,NY,RENT,4285.5,712.0,17,11724,0.0,0.5,0.1016,Lower Interest Rate
347,15650,15650,36 months,house,0.1386,MD,RENT,3700.0,662.0,5,10605,1.0,4.0,0.21739999999999998,Higher Interest Rate
348,6400,6400,36 months,debt_consolidation,0.1923,DC,RENT,3833.33,692.0,13,10451,0.0,0.5,0.1074,Lower Interest Rate
349,4225,4225,36 months,small_business,0.1452,NY,MORTGAGE,2583.33,752.0,17,3907,0.0,4.0,0.0603,Lower Interest Rate
350,21000,20975,60 months,debt_consolidation,0.18420000000000003,NY,MORTGAGE,8083.33,682.0,11,31080,2.0,5.0,0.205,Higher Interest Rate
351,10000,9999.36,60 months,home_improvement,0.0405,MD,MORTGAGE,8750.0,797.0,7,0,1.0,2.0,0.1075,Lower Interest Rate
352,9000,9000,60 months,debt_consolidation,0.0574,CA,RENT,3678.08,712.0,8,7556,2.0,4.0,0.1306,Normal Interest Rate
353,21000,21000,60 months,debt_consolidation,0.0616,OH,MORTGAGE,8333.33,717.0,10,22196,0.0,12.0,0.1433,Normal Interest Rate
354,12000,12000,36 months,wedding,0.1533,CA,RENT,8666.67,697.0,10,9624,1.0,1.0,0.1409,Normal Interest Rate
355,1000,1000,36 months,debt_consolidation,0.3071,AZ,RENT,1833.33,672.0,7,6283,0.0,3.0,0.1311,Normal Interest Rate
356,20000,20000,36 months,debt_consolidation,0.34909999999999997,TX,MORTGAGE,4583.33,712.0,8,6510,1.0,2.0,0.1409,Normal Interest Rate
357,10000,10000,36 months,credit_card,0.0955,TX,OWN,4166.67,672.0,11,11551,0.0,4.0,0.1531,Higher Interest Rate
358,3500,3500,36 months,home_improvement,0.14429999999999998,MI,MORTGAGE,9166.67,692.0,12,34944,2.0,12.0,0.1149,Normal Interest Rate
359,20000,20000,36 months,debt_consolidation,0.218,CA,RENT,6666.67,687.0,20,22990,6.0,12.0,0.18489999999999998,Higher Interest Rate
360,18000,18000,36 months,debt_consolidation,0.26539999999999997,OR,MORTGAGE,4166.67,672.0,11,16680,0.0,12.0,0.1311,Normal Interest Rate
361,18200,18200,36 months,credit_card,0.0795,NY,RENT,4750.0,722.0,13,16184,2.0,3.0,0.1016,Lower Interest Rate
362,10200,10200,36 months,debt_consolidation,0.17859999999999998,CO,MORTGAGE,5833.33,707.0,9,9817,2.0,4.0,0.1242,Normal Interest Rate
363,4000,3975,60 months,car,0.044800000000000006,TX,OWN,4000.0,802.0,16,6696,0.0,0.5,0.079,Lower Interest Rate
364,28000,27975,36 months,small_business,0.0581,WA,MORTGAGE,7000.0,802.0,8,771,2.0,9.0,0.079,Lower Interest Rate
366,8000,7997.85,36 months,debt_consolidation,0.21109999999999998,CA,MORTGAGE,8583.33,672.0,15,14584,3.0,5.0,0.17989999999999998,Higher Interest Rate
367,15000,15000,36 months,debt_consolidation,0.0559,MO,RENT,2916.67,772.0,13,14290,1.0,9.0,0.079,Lower Interest Rate
368,15000,15000,36 months,other,0.1134,SC,MORTGAGE,8583.33,677.0,6,3844,2.0,7.0,0.15990000000000001,Higher Interest Rate
369,23000,23000,36 months,car,0.06509999999999999,CA,MORTGAGE,25000.0,812.0,10,227,0.0,12.0,0.0762,Lower Interest Rate
370,14000,14000,36 months,credit_card,0.1678,CA,RENT,5500.0,682.0,10,4919,0.0,7.0,0.1311,Normal Interest Rate
372,12000,12000,36 months,major_purchase,0.0255,MO,MORTGAGE,3416.67,787.0,6,3732,0.0,12.0,0.0603,Lower Interest Rate
373,4500,4500,36 months,debt_consolidation,0.1659,PA,RENT,4666.67,677.0,24,893,1.0,3.0,0.1727,Higher Interest Rate
374,7500,214.02,36 months,other,0.0717,KS,MORTGAGE,3750.0,797.0,14,9409,1.0,7.0,0.08,Lower Interest Rate
375,25000,25000,36 months,debt_consolidation,0.1852,CA,RENT,5000.0,777.0,11,4345,3.0,2.0,0.1311,Normal Interest Rate
376,16000,15900,60 months,debt_consolidation,0.1286,WA,MORTGAGE,5427.42,702.0,11,19407,1.0,5.0,0.1558,Higher Interest Rate
377,5000,5000,36 months,debt_consolidation,0.092,FL,RENT,3500.0,697.0,6,3555,0.0,1.0,0.1268,Normal Interest Rate
378,15000,15000,36 months,debt_consolidation,0.2104,TX,MORTGAGE,5319.17,677.0,13,5613,3.0,2.0,0.17989999999999998,Higher Interest Rate
379,10500,10500,36 months,major_purchase,0.0542,NY,RENT,5000.0,702.0,4,502,0.0,2.0,0.12119999999999999,Normal Interest Rate
380,21250,21250,36 months,credit_card,0.26530000000000004,LA,OWN,4500.0,672.0,15,25287,2.0,12.0,0.1875,Higher Interest Rate
381,7125,7125,36 months,home_improvement,0.0796,GA,OWN,2500.0,807.0,5,577,0.0,1.0,0.0762,Lower Interest Rate
382,14000,14000,36 months,credit_card,0.2169,IL,RENT,3162.25,732.0,12,13579,0.0,9.0,0.079,Lower Interest Rate
383,3000,3000,36 months,other,0.2116,PA,RENT,2500.0,802.0,3,1298,0.0,2.0,0.07490000000000001,Lower Interest Rate
384,24000,14450,60 months,debt_consolidation,0.0808,AL,MORTGAGE,8083.33,767.0,9,13559,0.0,12.0,0.0999,Lower Interest Rate
385,7200,7200,36 months,debt_consolidation,0.1861,CA,OWN,3208.33,682.0,8,9849,0.0,1.0,0.12119999999999999,Normal Interest Rate
386,25000,24950,36 months,credit_card,0.0833,CA,MORTGAGE,12500.0,672.0,3,26057,0.0,12.0,0.2127,Higher Interest Rate
387,16000,16000,36 months,debt_consolidation,0.20620000000000002,FL,RENT,5416.67,682.0,13,14246,1.0,0.5,0.1629,Higher Interest Rate
388,28000,28000,60 months,small_business,0.0436,MI,RENT,8416.67,712.0,11,1327,0.0,5.0,0.20489999999999997,Higher Interest Rate
